5.7.5.1,EBR,"Adjunct metformin therapy could be used before and/or during FSH ovarian stimulation in women with PCOS undergoing IVF/ICSI treatment with GnRH agonist long protocol, to reduce the risk of developing ovarian hyperstimulation syndrome and miscarriage.",3,
5.7.5.2,PP,"Good practice in PCOS and IVF is the use of a GnRH antagonist protocol as it gives the flexibility of using a GnRH agonist trigger, freeze all strategy to reduce the risk of ovarian hyperstimulation syndrome. However, if using a GnRH agonist long protocol then metformin could be considered. If using metformin, the following could be considered:
Commence metformin at the start of GnRH agonist treatment.
Gradually titrate metformin up to a dose of between 1000mg to 2500mg daily in order to minimize side effects.
Stopping metformin therapy at the time of the pregnancy test or period, unless the metformin therapy is otherwise indicated.",,
5.7.6,,"In vitro maturation",,
5.7.6.1,EBR,"The use of in vitro maturation (IVM) and ICSI) could be considered in women with PCOS as an alternative to a stimulated IVF / ICSI cycle, where an embryo is frozen and replaced in a subsequent embryo transfer cycle, acknowledging there is no risk of ovarian hyperstimulation syndrome, but a lower cumulative live birth rate.",2,
5.7.6.2,CR,"The use of IVM and ICSI could be considered prior to stimulated IVF/ ICSI cycles acknowledging both benefits and limitations.",2,
5.7.6.3,PP,"IVM should only be considered in services with sufficient expertise, and advocacy is needed for regional or national centres of expertise.",,
5.7.6.4,PP,"IVM could be offered as an option in women with prior severe ovarian hyperstimulation syndrome and where the risk of severe ovarian hyperstimulation syndrome is deemed unacceptably high, provided that expertise in IVM techniques exists.",,
5.7.6.5,PP,"Evidence suggests that IVM/ ICSI is less effective than standard IVF/ICSI in terms of clinical pregnancy per patient and live birth rate per patient.",,
5.8,,"Inositol",,
5.8.1,EBR,"Inositol in any form alone, or in combination with other therapies, should be considered experimental therapy in women with PCOS with infertility, with benefits and risks currently too uncertain to recommend the use of these agents as fertility therapies.",3,
5.8.2,PP,"There is limited evidence with uncertain results, on the effect of inositol on ovulation, clinical pregnancy and live birth rates.",,
5.8.3,PP,"Side effects and safety are not known for inositol.",,
5.8.4,PP,"Women need to be aware that these agents can have limited regulation with variable dose, quality, consistency, and combination with other agents.",,
5.8.5,PP,"Women's personal goals and preferences should be considered when discussing complimentary therapies.",,
5.9,,"Anti-obesity pharmacological agents",,
5.9.1,CR,"We recommend using anti-obesity agents in PCOS for reproductive outcomes only in research settings to establish the efficacy and safety.",,
